objc[781]: Class JavaLaunchHelper is implemented in both /Library/Java/JavaVirtualMachines/jdk1.8.0_102.jdk/Contents/Home/bin/java (0x101d424c0) and /Library/Java/JavaVirtualMachines/jdk1.8.0_102.jdk/Contents/Home/jre/lib/libinstrument.dylib (0x103dba4e0). One of the two will be used. Which one is undefined.
Printing result for client metrics: 
1511394945952,1511394945952
1511394945952,1511394945952
1511394945952,1511394945956
1511394945956,1511394945956
1511394945956,1511394945956
1511394945956,1511394945956
1511394945956,1511394945956
1511394945956,1511394945956
1511394945956,1511394945957
1511394945957,1511394945957
1511394945957,1511394945957
1511394945957,1511394945957
1511394945957,1511394945957
1511394945957,1511394945957
1511394945957,1511394945957
1511394945957,1511394945957
1511394945957,1511394945957
1511394945957,1511394945957
1511394945957,1511394945957
1511394945958,1511394945958
1511394945958,1511394945958
1511394945958,1511394945958
1511394945958,1511394945958
1511394945958,1511394945958
1511394945958,1511394945958
1511394945958,1511394945958
1511394945958,1511394945958
1511394945958,1511394945958
1511394945958,1511394945958
1511394945958,1511394945958
1511394945958,1511394945958
1511394945959,1511394945959
1511394945959,1511394945959
1511394945959,1511394945959
1511394945959,1511394945959
1511394945959,1511394945959
1511394945959,1511394945959
1511394945959,1511394945959
1511394945959,1511394945959
1511394945959,1511394945959
1511394945960,1511394945960
1511394945960,1511394945960
1511394945960,1511394945960
1511394945960,1511394945960
1511394945960,1511394945960
1511394945960,1511394945960
1511394945960,1511394945960
1511394945960,1511394945960
1511394945960,1511394945960
1511394945960,1511394945960
1511394946498,507
1511394946498,506
1511394946498,506
1511394946499,508
1511394946499,508
1511394946515,506
1511394946515,506
1511394946515,509
1511394946515,509
1511394946515,507
1511394946515,507
1511394946516,509
1511394946516,509
1511394946516,507
1511394946516,507
1511394946516,508
1511394946516,508
1511394946517,511
1511394946517,511
1511394946517,510
1511394946517,510
1511394946517,510
1511394946517,510
1511394946517,509
1511394946517,509
1511394946517,507
1511394946518,508
1511394946518,508
1511394946518,509
1511394946518,509
1511394946518,510
1511394946518,510
1511394946518,510
1511394946518,510
1511394946518,516
1511394946518,516
1511394946518,510
1511394946519,510
1511394946519,511
1511394946519,511
1511394946519,508
1511394946519,508
1511394946519,512
1511394946519,512
1511394946520,512
1511394946520,512
1511394946520,511
1511394946520,511
1511394946521,509
1511394946521,509
1511394946535,516
1511394946537,516
1511394946542,513
1511394946542,513
1511394946543,509
1511394946543,509
1511394946544,509
1511394946544,509
1511394946545,511
1511394946546,511
1511394946546,510
1511394946547,510
1511394946547,511
1511394946549,511
1511394946549,511
1511394946549,511
1511394946550,518
1511394946550,518
1511394946550,518
1511394946551,518
1511394946551,520
1511394946551,520
1511394946551,519
1511394946551,517
1511394946552,517
1511394946552,519
1511394946552,520
1511394946553,520
1511394946553,519
1511394946553,519
1511394946554,522
1511394946554,518
1511394946554,518
1511394946555,522
1511394946555,522
1511394946556,519
1511394946557,519
1511394946557,522
1511394946558,522
1511394946558,527
1511394946559,523
1511394946559,522
1511394946560,522
1511394946561,523
1511394946563,523
1511394946564,522
1511394946565,522
1511394946570,524
1511394946570,524
1511394946571,525
1511394946571,1511394946498
1511394946577,1511394946498
1511394946577,1511394946498
1511394946578,1511394946499
1511394946578,1511394946499
1511394946578,1511394946515
1511394946579,1511394946515
1511394946580,1511394946515
1511394946580,1511394946515
1511394946580,1511394946515
1511394946583,1511394946515
1511394946583,1511394946516
1511394946583,1511394946516
1511394946586,1511394946516
1511394946586,1511394946516
1511394946587,1511394946516
1511394946587,1511394946516
1511394946587,1511394946517
1511394946588,1511394946517
1511394946588,1511394946517
1511394946588,1511394946517
1511394946589,1511394946517
1511394946590,1511394946517
1511394946590,1511394946517
1511394946591,1511394946517
1511394946591,1511394946518
1511394946592,1511394946518
1511394946592,1511394946518
1511394946592,1511394946518
1511394946592,1511394946518
1511394946593,1511394946518
1511394946596,1511394946518
1511394946597,1511394946518
1511394946597,1511394946518
1511394946597,1511394946518
1511394946597,1511394946518
1511394946598,1511394946518
1511394946598,1511394946519
1511394946599,1511394946519
1511394946599,1511394946519
1511394946600,1511394946519
